MovieID,movie title,Genre
607,Rebecca (1940),"[13, 15]"
608,Spellbound (1945),"[12, 13, 15]"
609,Father of the Bride (1950),[4]
610,Gigi (1958),[11]
611,Laura (1944),"[5, 9, 12]"
612,Lost Horizon (1937),[7]
613,My Man Godfrey (1936),[4]
614,Giant (1956),[7]
615,"39 Steps, The (1935)",[15]
616,Night of the Living Dead (1968),"[10, 14]"
617,"Blue Angel, The (Blaue Engel, Der) (1930)",[7]
618,Picnic (1955),[7]
619,Extreme Measures (1996),"[7, 15]"
620,"Chamber, The (1996)",[7]
621,"Davy Crockett, King of the Wild Frontier (1955)",[17]
622,Swiss Family Robinson (1960),"[1, 3]"
623,Angels in the Outfield (1994),"[3, 4]"
624,"Three Caballeros, The (1945)","[2, 3, 11]"
625,"Sword in the Stone, The (1963)","[2, 3]"
626,So Dear to My Heart (1949),"[3, 7]"
627,Robin Hood: Prince of Thieves (1991),[7]
628,Sleepers (1996),"[5, 7]"
629,Victor/Victoria (1982),"[4, 11]"
630,"Great Race, The (1965)","[4, 11]"
631,"Crying Game, The (1992)","[0, 7, 13, 16]"
632,Sophie's Choice (1982),[7]
633,"Christmas Carol, A (1938)",[7]
634,Microcosmos: Le peuple de l'herbe (1996),[6]
635,"Fog, The (1980)",[10]
636,Escape from New York (1981),"[0, 1, 14, 15]"
637,"Howling, The (1981)","[4, 10]"
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",[7]
639,"Tin Drum, The (Blechtrommel, Die) (1979)",[7]
640,"Cook the Thief His Wife & Her Lover, The (1989)",[7]
641,Paths of Glory (1957),"[7, 16]"
642,"Grifters, The (1990)","[5, 7, 9]"
643,The Innocent (1994),"[7, 13]"
644,"Thin Blue Line, The (1988)",[6]
645,Paris Is Burning (1990),[6]
646,Once Upon a Time in the West (1969),[17]
647,Ran (1985),"[7, 16]"
648,"Quiet Man, The (1952)","[4, 13]"
649,Once Upon a Time in America (1984),"[5, 7, 15]"
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",[7]
651,Glory (1989),"[0, 7, 16]"
652,Rosencrantz and Guildenstern Are Dead (1990),"[4, 7]"
653,Touch of Evil (1958),"[5, 9, 15]"
654,Chinatown (1974),"[9, 12, 15]"
655,Stand by Me (1986),"[1, 4, 7]"
656,M (1931),"[5, 9, 15]"
657,"Manchurian Candidate, The (1962)","[9, 15]"
658,Pump Up the Volume (1990),[7]
659,Arsenic and Old Lace (1944),"[4, 12, 15]"
660,Fried Green Tomatoes (1991),[7]
661,High Noon (1952),[17]
662,Somewhere in Time (1980),"[7, 13]"
663,Being There (1979),[4]
664,"Paris, Texas (1984)",[7]
665,Alien 3 (1992),"[0, 10, 14, 15]"
666,Blood For Dracula (Andy Warhol's Dracula) (1974),[10]
667,Audrey Rose (1977),[10]
668,Blood Beach (1981),"[0, 10]"
669,Body Parts (1991),[10]
670,Body Snatchers (1993),"[10, 14, 15]"
671,Bride of Frankenstein (1935),[10]
672,Candyman (1992),[10]
673,Cape Fear (1962),"[9, 15]"
674,Cat People (1982),[10]
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",[10]
676,"Crucible, The (1996)",[7]
677,Fire on the Mountain (1996),[6]
678,Volcano (1997),"[7, 15]"
679,Conan the Barbarian (1981),"[0, 1]"
680,Kull the Conqueror (1997),"[0, 1]"
681,Wishmaster (1997),[10]
682,I Know What You Did Last Summer (1997),"[10, 12, 15]"
683,Rocket Man (1997),[4]
684,In the Line of Fire (1993),"[0, 15]"
685,Executive Decision (1996),"[0, 15]"
686,"Perfect World, A (1993)","[0, 7]"
687,McHale's Navy (1997),"[4, 16]"
688,Leave It to Beaver (1997),[4]
689,"Jackal, The (1997)","[0, 15]"
690,Seven Years in Tibet (1997),"[7, 16]"
691,Dark City (1998),"[9, 14, 15]"
692,"American President, The (1995)","[4, 7, 13]"
693,Casino (1995),[7]
694,Persuasion (1995),[13]
695,Kicking and Screaming (1995),"[4, 7]"
696,City Hall (1996),"[7, 15]"
697,"Basketball Diaries, The (1995)",[7]
698,"Browning Version, The (1994)",[7]
699,Little Women (1994),[7]
700,Miami Rhapsody (1995),[4]
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",[6]
702,Barcelona (1994),"[4, 13]"
703,Widows' Peak (1994),[7]
704,"House of the Spirits, The (1993)","[7, 13]"
705,Singin' in the Rain (1952),"[11, 13]"
706,Bad Moon (1996),[10]
707,Enchanted April (1991),[7]
708,"Sex, Lies, and Videotape (1989)",[7]
709,Strictly Ballroom (1992),"[4, 13]"
710,Better Off Dead... (1985),[4]
711,"Substance of Fire, The (1996)",[7]
712,Tin Men (1987),"[4, 7]"
713,Othello (1995),[7]
714,Carrington (1995),"[7, 13]"
715,To Die For (1995),"[4, 7]"
716,Home for the Holidays (1995),"[7, 13]"
717,"Juror, The (1996)","[7, 15]"
718,In the Bleak Midwinter (1995),[4]
719,Canadian Bacon (1994),"[4, 16]"
720,First Knight (1995),"[0, 1, 7, 13]"
721,Mallrats (1995),[4]
722,Nine Months (1995),[4]
723,Boys on the Side (1995),"[4, 7]"
724,Circle of Friends (1995),"[7, 13]"
725,Exit to Eden (1994),[4]
726,Fluke (1995),"[3, 7]"
727,Immortal Beloved (1994),"[7, 13]"
728,Junior (1994),"[4, 14]"
729,Nell (1994),[7]
730,"Queen Margot (Reine Margot, La) (1994)","[7, 13]"
731,"Corrina, Corrina (1994)","[4, 7, 13]"
732,Dave (1993),"[4, 13]"
733,Go Fish (1994),"[7, 13]"
734,Made in America (1993),[4]
735,Philadelphia (1993),[7]
736,Shadowlands (1993),"[7, 13]"
737,Sirens (1994),"[4, 7]"
738,Threesome (1994),"[4, 13]"
739,Pretty Woman (1990),"[4, 13]"
740,Jane Eyre (1996),"[7, 13]"
741,"Last Supper, The (1995)","[7, 15]"
742,Ransom (1996),"[7, 15]"
743,"Crow: City of Angels, The (1996)","[0, 15]"
744,Michael Collins (1996),"[7, 16]"
745,"Ruling Class, The (1972)",[4]
746,Real Genius (1985),[4]
747,Benny & Joon (1993),"[4, 13]"
748,"Saint, The (1997)","[0, 13, 15]"
749,"MatchMaker, The (1997)","[4, 13]"
750,Amistad (1997),[7]
751,Tomorrow Never Dies (1997),"[0, 13, 15]"
752,"Replacement Killers, The (1998)","[0, 15]"
753,Burnt By the Sun (1994),[7]
754,Red Corner (1997),"[5, 15]"
755,Jumanji (1995),"[0, 1, 3, 8, 14]"
756,Father of the Bride Part II (1995),[4]
757,Across the Sea of Time (1995),[6]
758,Lawnmower Man 2: Beyond Cyberspace (1996),"[14, 15]"
759,Fair Game (1995),[0]
760,Screamers (1995),[14]
761,Nick of Time (1995),"[0, 15]"
762,Beautiful Girls (1996),[7]
763,Happy Gilmore (1996),[4]
764,If Lucy Fell (1996),"[4, 13]"
765,Boomerang (1992),"[4, 13]"
766,Man of the Year (1995),[6]
767,"Addiction, The (1995)",[10]
768,Casper (1995),"[1, 3]"
769,Congo (1995),"[0, 1, 12, 14]"
770,Devil in a Blue Dress (1995),"[5, 9, 12, 15]"
771,Johnny Mnemonic (1995),"[0, 14, 15]"
772,Kids (1995),[7]
773,Mute Witness (1994),[15]
774,"Prophecy, The (1995)",[10]
775,Something to Talk About (1995),"[4, 7, 13]"
776,Three Wishes (1995),[7]
777,Castle Freak (1995),[10]
778,Don Juan DeMarco (1995),"[4, 7, 13]"
779,Drop Zone (1994),[0]
780,Dumb & Dumber (1994),[4]
781,French Kiss (1995),"[4, 13]"
782,Little Odessa (1994),[7]
783,Milk Money (1994),"[4, 13]"
784,Beyond Bedlam (1993),"[7, 10]"
785,Only You (1994),"[4, 13]"
786,"Perez Family, The (1995)","[4, 13]"
787,Roommates (1995),"[4, 7]"
788,Relative Fear (1994),"[10, 15]"
789,Swimming with Sharks (1995),"[4, 7]"
790,Tommy Boy (1995),[4]
791,"Baby-Sitters Club, The (1995)",[3]
792,Bullets Over Broadway (1994),[4]
793,Crooklyn (1994),[4]
794,It Could Happen to You (1994),"[7, 13]"
795,Richie Rich (1994),"[3, 4]"
796,Speechless (1994),"[4, 13]"
797,Timecop (1994),"[0, 14]"
798,Bad Company (1995),[0]
799,Boys Life (1995),[7]
800,In the Mouth of Madness (1995),"[10, 15]"
801,"Air Up There, The (1994)",[4]
802,Hard Target (1993),"[0, 1, 5, 15]"
803,Heaven & Earth (1993),"[0, 7, 16]"
804,Jimmy Hollywood (1994),[4]
805,Manhattan Murder Mystery (1993),"[4, 12]"
806,Menace II Society (1993),"[0, 5, 7]"
807,Poetic Justice (1993),[7]
808,"Program, The (1993)","[0, 7]"
809,Rising Sun (1993),"[0, 7, 12]"
810,"Shadow, The (1994)",[0]
811,Thirty-Two Short Films About Glenn Gould (1993),[6]
812,Andre (1994),"[1, 3]"
813,"Celluloid Closet, The (1995)",[6]
814,"Great Day in Harlem, A (1994)",[6]
815,One Fine Day (1996),"[7, 13]"
816,Candyman: Farewell to the Flesh (1995),[10]
817,Frisk (1995),[7]
818,Girl 6 (1996),[4]
819,Eddie (1996),[4]
820,Space Jam (1996),"[1, 2, 3, 4, 8]"
821,Mrs. Winterbourne (1996),"[4, 13]"
822,Faces (1968),[7]
823,Mulholland Falls (1996),"[5, 9, 15]"
824,"Great White Hype, The (1996)",[4]
825,"Arrival, The (1996)","[0, 14, 15]"
826,"Phantom, The (1996)",[1]
827,Daylight (1996),"[0, 1, 15]"
828,Alaska (1996),"[1, 3]"
829,Fled (1996),"[0, 1]"
830,Power 98 (1995),"[0, 12, 15]"
831,Escape from L.A. (1996),"[0, 1, 14, 15]"
832,Bogus (1996),"[3, 7, 8]"
833,Bulletproof (1996),[0]
834,Halloween: The Curse of Michael Myers (1995),"[10, 15]"
835,"Gay Divorcee, The (1934)","[4, 11, 13]"
836,Ninotchka (1939),"[4, 13]"
837,Meet John Doe (1941),[7]
838,In the Line of Duty 2 (1987),[0]
839,Loch Ness (1995),"[10, 15]"
840,Last Man Standing (1996),"[0, 7, 17]"
841,"Glimmer Man, The (1996)","[0, 15]"
842,Pollyanna (1960),"[3, 4, 7]"
843,"Shaggy Dog, The (1959)","[3, 4]"
844,Freeway (1996),[5]
845,That Thing You Do! (1996),[4]
846,To Gillian on Her 37th Birthday (1996),"[7, 13]"
847,Looking for Richard (1996),"[6, 7]"
848,"Murder, My Sweet (1944)","[9, 15]"
849,Days of Thunder (1990),"[0, 13]"
850,"Perfect Candidate, A (1996)",[6]
851,Two or Three Things I Know About Her (1966),[7]
852,"Bloody Child, The (1996)","[7, 15]"
853,Braindead (1992),"[4, 10]"
854,Bad Taste (1987),"[4, 10]"
855,Diva (1981),"[0, 7, 12, 13, 15]"
856,Night on Earth (1991),"[4, 7]"
857,Paris Was a Woman (1995),[6]
858,Amityville: Dollhouse (1996),[10]
859,April Fool's Day (1986),"[4, 10]"
860,"Believers, The (1987)","[10, 15]"
861,Nosferatu a Venezia (1986),[10]
862,Jingle All the Way (1996),"[1, 3, 4]"
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",[7]
864,My Fellow Americans (1996),[4]
865,"Ice Storm, The (1997)",[7]
866,Michael (1996),"[4, 13]"
867,"Whole Wide World, The (1996)",[7]
868,Hearts and Minds (1996),[7]
869,Fools Rush In (1997),"[4, 13]"
870,Touch (1997),[13]
871,Vegas Vacation (1997),[4]
872,Love Jones (1997),[13]
873,Picture Perfect (1997),"[4, 13]"
874,Career Girls (1997),[7]
875,She's So Lovely (1997),"[7, 13]"
876,Money Talks (1997),"[0, 4]"
877,Excess Baggage (1997),"[1, 13]"
878,That Darn Cat! (1997),"[3, 4, 12]"
879,"Peacemaker, The (1997)","[0, 15, 16]"
880,Soul Food (1997),[7]
881,Money Talks (1997),"[0, 4]"
882,Washington Square (1997),[7]
883,Telling Lies in America (1997),[7]
884,Year of the Horse (1997),[6]
885,Phantoms (1998),[10]
886,"Life Less Ordinary, A (1997)","[13, 15]"
887,Eve's Bayou (1997),[7]
888,One Night Stand (1997),[7]
889,"Tango Lesson, The (1997)",[13]
890,Mortal Kombat: Annihilation (1997),"[0, 1]"
891,Bent (1997),"[7, 16]"
892,Flubber (1997),"[3, 4, 8]"
893,For Richer or Poorer (1997),[4]
894,Home Alone 3 (1997),"[3, 4]"
895,Scream 2 (1997),"[10, 15]"
896,"Sweet Hereafter, The (1997)",[7]
897,Time Tracers (1995),"[0, 1, 14]"
898,"Postman, The (1997)",[7]
899,"Winter Guest, The (1997)",[7]
900,Kundun (1997),[7]
901,Mr. Magoo (1997),[4]
902,"Big Lebowski, The (1998)","[4, 5, 12, 15]"
903,Afterglow (1997),"[7, 13]"
904,Ma vie en rose (My Life in Pink) (1997),"[4, 7]"
905,Great Expectations (1998),"[7, 13]"
906,Oscar & Lucinda (1997),"[7, 13]"
907,Vermin (1998),[4]
908,Half Baked (1998),[4]
909,Dangerous Beauty (1998),[7]
910,Nil By Mouth (1997),[7]
911,Twilight (1998),"[5, 7]"
912,U.S. Marshalls (1998),"[0, 15]"
913,Love and Death on Long Island (1997),[4]
914,Wild Things (1998),"[5, 7, 12, 15]"
915,Primary Colors (1998),[7]
916,Lost in Space (1998),"[0, 14, 15]"
917,Mercury Rising (1998),"[0, 7, 15]"
918,City of Angels (1998),[13]
919,"City of Lost Children, The (1995)","[1, 14]"
920,Two Bits (1995),[7]
921,Farewell My Concubine (1993),"[7, 13]"
922,Dead Man (1995),[17]
923,Raise the Red Lantern (1991),[7]
924,White Squall (1996),"[1, 7]"
925,Unforgettable (1996),"[14, 15]"
926,Down Periscope (1996),[4]
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",[7]
928,"Craft, The (1996)","[7, 10]"
929,Harriet the Spy (1996),"[3, 4]"
930,Chain Reaction (1996),"[0, 1, 15]"
931,"Island of Dr. Moreau, The (1996)","[14, 15]"
932,First Kid (1996),"[3, 4]"
933,"Funeral, The (1996)",[7]
934,"Preacher's Wife, The (1996)",[7]
935,Paradise Road (1997),"[7, 16]"
936,Brassed Off (1996),"[4, 7, 13]"
937,"Thousand Acres, A (1997)",[7]
938,"Smile Like Yours, A (1997)","[4, 13]"
939,Murder in the First (1995),"[7, 15]"
940,Airheads (1994),[4]
941,With Honors (1994),"[4, 7]"
942,What's Love Got to Do with It (1993),[7]
943,Killing Zoe (1994),[15]
944,Renaissance Man (1994),"[4, 7, 16]"
945,Charade (1963),"[4, 12, 13, 15]"
946,"Fox and the Hound, The (1981)","[2, 3]"
947,"Big Blue, The (Grand bleu, Le) (1988)","[1, 13]"
948,Booty Call (1997),"[4, 13]"
949,How to Make an American Quilt (1995),"[7, 13]"
950,Georgia (1995),[7]
951,"Indian in the Cupboard, The (1995)","[1, 3, 8]"
952,Blue in the Face (1995),[4]
953,Unstrung Heroes (1995),"[4, 7]"
954,Unzipped (1995),[6]
955,Before Sunrise (1995),"[7, 13]"
956,Nobody's Fool (1994),[7]
957,Pushing Hands (1992),[4]
958,To Live (Huozhe) (1994),[7]
959,Dazed and Confused (1993),[4]
960,Naked (1993),[7]
961,Orlando (1993),[7]
962,Ruby in Paradise (1993),[7]
963,Some Folks Call It a Sling Blade (1993),"[7, 15]"
964,"Month by the Lake, A (1995)","[4, 7]"
965,Funny Face (1957),"[4, 11]"
966,"Affair to Remember, An (1957)",[13]
967,Little Lord Fauntleroy (1936),[7]
968,"Inspector General, The (1949)",[11]
969,Winnie the Pooh and the Blustery Day (1968),"[2, 3]"
970,Hear My Song (1991),[4]
971,Mediterraneo (1991),"[4, 16]"
972,Passion Fish (1992),[7]
973,Grateful Dead (1995),[6]
974,Eye for an Eye (1996),"[7, 15]"
975,Fear (1996),[15]
976,Solo (1996),"[0, 14, 15]"
977,"Substitute, The (1996)",[0]
978,Heaven's Prisoners (1996),"[12, 15]"
979,"Trigger Effect, The (1996)","[7, 15]"
980,Mother Night (1996),[7]
981,Dangerous Ground (1997),[7]
982,Maximum Risk (1996),"[0, 1, 15]"
983,"Rich Man's Wife, The (1996)",[15]
984,Shadow Conspiracy (1997),[15]
985,Blood & Wine (1997),[7]
986,Turbulence (1997),[15]
987,Underworld (1997),[15]
988,"Beautician and the Beast, The (1997)","[4, 13]"
989,Cats Don't Dance (1997),"[2, 3, 11]"
990,Anna Karenina (1997),"[7, 13]"
991,Keys to Tulsa (1997),[5]
992,Head Above Water (1996),"[4, 15]"
993,Hercules (1997),"[1, 2, 3, 4, 11]"
994,"Last Time I Committed Suicide, The (1997)",[7]
995,"Kiss Me, Guido (1997)",[4]
996,"Big Green, The (1995)","[3, 4]"
997,Stuart Saves His Family (1995),[4]
998,Cabin Boy (1994),[4]
999,Clean Slate (1994),[4]
1000,Lightning Jack (1994),"[4, 17]"
1001,"Stupids, The (1996)",[4]
1002,"Pest, The (1997)",[4]
1003,That Darn Cat! (1997),"[3, 4, 12]"
1004,Geronimo: An American Legend (1993),"[7, 17]"
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",[7]
1006,Until the End of the World (Bis ans Ende der Welt) (1991),"[7, 14]"
1007,Waiting for Guffman (1996),[4]
1008,I Shot Andy Warhol (1996),[7]
1009,Stealing Beauty (1996),[7]
1010,Basquiat (1996),[7]
1011,2 Days in the Valley (1996),[5]
1012,Private Parts (1997),"[4, 7]"
1013,Anaconda (1997),"[0, 1, 15]"
1014,Romy and Michele's High School Reunion (1997),[4]
1015,Shiloh (1997),"[3, 7]"
1016,Con Air (1997),"[0, 1, 15]"
1017,Trees Lounge (1996),[7]
1018,Tie Me Up! Tie Me Down! (1990),[7]
1019,"Die xue shuang xiong (Killer, The) (1989)","[0, 15]"
1020,Gaslight (1944),"[12, 15]"
1021,8 1/2 (1963),[7]
1022,"Fast, Cheap & Out of Control (1997)",[6]
1023,Fathers' Day (1997),[4]
1024,Mrs. Dalloway (1997),[13]
1025,Fire Down Below (1997),"[0, 7, 15]"
1026,"Lay of the Land, The (1997)","[4, 7]"
1027,"Shooter, The (1995)",[0]
1028,Grumpier Old Men (1995),"[4, 13]"
1029,Jury Duty (1995),[4]
1030,"Beverly Hillbillies, The (1993)",[4]
1031,Lassie (1994),"[1, 3]"
1032,Little Big League (1994),"[3, 4]"
1033,Homeward Bound II: Lost in San Francisco (1996),"[1, 3]"
1034,"Quest, The (1996)","[0, 1]"
1035,Cool Runnings (1993),[4]
1036,Drop Dead Fred (1991),"[4, 8]"
1037,Grease 2 (1982),"[4, 11, 13]"
1038,Switchback (1997),[15]
1039,Hamlet (1996),[7]
1040,Two if by Sea (1996),"[4, 13]"
1041,Forget Paris (1995),"[4, 13]"
1042,Just Cause (1995),"[12, 15]"
1043,Rent-a-Kid (1995),[4]
1044,"Paper, The (1994)","[4, 7]"
1045,Fearless (1993),[7]
1046,Malice (1993),[15]
1047,Multiplicity (1996),[4]
1048,She's the One (1996),"[4, 13]"
1049,House Arrest (1996),[4]
1050,"Ghost and Mrs. Muir, The (1947)","[7, 13]"
1051,"Associate, The (1996)",[4]
1052,Dracula: Dead and Loving It (1995),"[4, 10]"
1053,Now and Then (1995),[7]
1054,Mr. Wrong (1996),[4]
1055,"Simple Twist of Fate, A (1994)",[7]
1056,Cronos (1992),[10]
1057,"Pallbearer, The (1996)",[4]
1058,"War, The (1994)","[1, 7]"
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),[4]
1060,"Adventures of Pinocchio, The (1996)","[1, 3]"
1061,"Evening Star, The (1996)","[4, 7]"
1062,Four Days in September (1997),[7]
1063,"Little Princess, A (1995)","[3, 7]"
1064,Crossfire (1947),"[5, 9]"
1065,Koyaanisqatsi (1983),"[6, 16]"
1066,Balto (1995),"[2, 3]"
1067,Bottle Rocket (1996),[4]
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",[7]
1069,Amateur (1994),"[5, 7, 15]"
1070,Living in Oblivion (1995),[4]
1071,Party Girl (1995),[4]
1072,"Pyromaniac's Love Story, A (1995)","[4, 13]"
1073,Shallow Grave (1994),[15]
1074,Reality Bites (1994),"[4, 7]"
1075,"Man of No Importance, A (1994)",[7]
1076,"Pagemaster, The (1994)","[0, 1, 2, 3, 8]"
1077,Love and a .45 (1994),[15]
1078,Oliver & Company (1988),"[2, 3]"
1079,Joe's Apartment (1996),"[4, 11]"
1080,Celestial Clockwork (1994),[4]
1081,Curdled (1996),[5]
1082,Female Perversions (1996),[7]
1083,Albino Alligator (1996),"[5, 15]"
1084,Anne Frank Remembered (1995),[6]
1085,Carried Away (1996),"[7, 13]"
1086,It's My Party (1995),[7]
1087,Bloodsport 2 (1995),[0]
1088,Double Team (1997),[0]
1089,Speed 2: Cruise Control (1997),"[0, 13, 15]"
1090,Sliver (1993),[15]
1091,Pete's Dragon (1977),"[1, 2, 3, 11]"
1092,Dear God (1996),[4]
1093,Live Nude Girls (1995),[4]
1094,"Thin Line Between Love and Hate, A (1996)",[4]
1095,High School High (1996),[4]
1096,Commandments (1997),[13]
1097,"Hate (Haine, La) (1995)",[7]
1098,Flirting With Disaster (1996),[4]
1099,"Red Firecracker, Green Firecracker (1994)",[7]
1100,What Happened Was... (1994),"[4, 7, 13]"
1101,Six Degrees of Separation (1993),"[7, 12]"
1102,Two Much (1996),"[4, 13]"
1103,Trust (1990),"[4, 7]"
1104,C'est arrivé près de chez vous (1992),"[4, 5, 7]"
1105,Firestorm (1998),"[0, 1, 15]"
1106,"Newton Boys, The (1998)","[5, 7]"
1107,Beyond Rangoon (1995),[7]
1108,Feast of July (1995),[7]
1109,Death and the Maiden (1994),"[7, 15]"
1110,Tank Girl (1995),"[0, 4, 11, 14]"
1111,Double Happiness (1994),[7]
1112,Cobb (1994),[7]
1113,Mrs. Parker and the Vicious Circle (1994),[7]
1114,Faithful (1996),[4]
1115,Twelfth Night (1996),"[4, 7, 13]"
1116,"Mark of Zorro, The (1940)",[1]
1117,Surviving Picasso (1996),[7]
1118,Up in Smoke (1978),[4]
1119,Some Kind of Wonderful (1987),"[7, 13]"
1120,I'm Not Rappaport (1996),[4]
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","[7, 11]"
1122,They Made Me a Criminal (1939),"[5, 7]"
1123,"Last Time I Saw Paris, The (1954)",[7]
1124,"Farewell to Arms, A (1932)","[13, 16]"
1125,"Innocents, The (1961)",[15]
1126,"Old Man and the Sea, The (1958)","[1, 7]"
1127,"Truman Show, The (1998)",[7]
1128,Heidi Fleiss: Hollywood Madam (1995) ,[6]
1129,Chungking Express (1994),"[7, 12, 13]"
1130,Jupiter's Wife (1994),[6]
1131,Safe (1995),[15]
1132,Feeling Minnesota (1996),"[7, 13]"
1133,Escape to Witch Mountain (1975),"[1, 3, 8]"
1134,Get on the Bus (1996),[7]
1135,"Doors, The (1991)","[7, 11]"
1136,Ghosts of Mississippi (1996),[7]
1137,Beautiful Thing (1996),"[7, 13]"
1138,Best Men (1997),"[0, 4, 5, 7]"
1139,Hackers (1995),"[0, 5, 15]"
1140,"Road to Wellville, The (1994)",[4]
1141,"War Room, The (1993)",[6]
1142,When We Were Kings (1996),[6]
1143,Hard Eight (1996),"[5, 15]"
1144,"Quiet Room, The (1996)",[7]
1145,Blue Chips (1994),[7]
1146,Calendar Girl (1993),[7]
1147,My Family (1995),[7]
1148,Tom & Viv (1994),[7]
1149,Walkabout (1971),[7]
1150,Last Dance (1996),[7]
1151,Original Gangstas (1996),[5]
1152,In Love and War (1996),"[13, 16]"
1153,Backbeat (1993),"[7, 11]"
1154,Alphaville (1965),[14]
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)","[4, 13]"
1156,Cyclo (1995),"[5, 7]"
1157,"Relic, The (1997)",[10]
1158,"Fille seule, La (A Single Girl) (1995)",[7]
1159,Stalker (1979),"[12, 14]"
1160,Love! Valour! Compassion! (1997),"[7, 13]"
1161,Palookaville (1996),"[0, 7]"
1162,Phat Beach (1996),[4]
1163,"Portrait of a Lady, The (1996)",[7]
1164,Zeus and Roxanne (1997),[3]
1165,Big Bully (1996),"[4, 7]"
1166,Love & Human Remains (1993),[4]
1167,"Sum of Us, The (1994)",[4]
1168,Little Buddha (1993),[7]
1169,Fresh (1994),[7]
1170,Spanking the Monkey (1994),"[4, 7]"
1171,Wild Reeds (1994),[7]
1172,"Women, The (1939)",[4]
1173,Bliss (1997),"[7, 13]"
1174,Caught (1996),"[7, 15]"
1175,Hugo Pool (1997),[13]
1176,Welcome To Sarajevo (1997),"[7, 16]"
1177,Dunston Checks In (1996),[4]
1178,Major Payne (1994),[4]
1179,Man of the House (1995),[4]
1180,I Love Trouble (1994),"[0, 4]"
1181,"Low Down Dirty Shame, A (1994)","[0, 4]"
1182,Cops and Robbersons (1994),[4]
1183,"Cowboy Way, The (1994)","[0, 4]"
1184,"Endless Summer 2, The (1994)",[6]
1185,In the Army Now (1994),"[4, 16]"
1186,"Inkwell, The (1994)","[4, 7]"
1187,Switchblade Sisters (1975),[5]
1188,Young Guns II (1990),"[0, 4, 17]"
1189,Prefontaine (1997),[7]
1190,That Old Feeling (1997),"[4, 13]"
1191,"Letter From Death Row, A (1998)","[5, 7]"
1192,"Boys of St. Vincent, The (1993)",[7]
1193,Before the Rain (Pred dozhdot) (1994),[7]
1194,Once Were Warriors (1994),"[5, 7]"
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),[7]
1196,"Savage Nights (Nuits fauves, Les) (1992)",[7]
1197,"Family Thing, A (1996)","[4, 7]"
1198,Purple Noon (1960),"[5, 15]"
1199,Cemetery Man (Dellamorte Dellamore) (1994),"[4, 10]"
1200,Kim (1950),"[3, 7]"
1201,Marlene Dietrich: Shadow and Light (1996) ,[6]
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",[4]
1203,Top Hat (1935),"[4, 11, 13]"
1204,To Be or Not to Be (1942),"[4, 7, 16]"
1205,"Secret Agent, The (1996)",[7]
1206,Amos & Andrew (1993),[4]
1207,Jade (1995),[15]
1208,Kiss of Death (1995),"[5, 7, 15]"
1209,Mixed Nuts (1994),[4]
1210,Virtuosity (1995),"[14, 15]"
1211,Blue Sky (1994),"[7, 13]"
1212,Flesh and Bone (1993),"[7, 12, 13]"
1213,Guilty as Sin (1993),"[5, 7, 15]"
1214,In the Realm of the Senses (Ai no corrida) (1976),[7]
1215,Barb Wire (1996),"[0, 14]"
1216,Kissed (1996),[13]
1217,Assassins (1995),[15]
1218,Friday (1995),[4]
1219,"Goofy Movie, A (1995)","[2, 3, 4, 13]"
1220,Higher Learning (1995),[7]
1221,When a Man Loves a Woman (1994),[7]
1222,Judgment Night (1993),[0]
1223,King of the Hill (1993),[7]
1224,"Scout, The (1994)",[7]
1225,Angus (1995),[4]
1226,Night Falls on Manhattan (1997),"[5, 7]"
1227,"Awfully Big Adventure, An (1995)",[7]
1228,Under Siege 2: Dark Territory (1995),[0]
1229,Poison Ivy II (1995),"[7, 15]"
1230,Ready to Wear (Pret-A-Porter) (1994),[4]
1231,Marked for Death (1990),"[0, 7]"
1232,Madonna: Truth or Dare (1991),[6]
1233,Nénette et Boni (1996),[7]
1234,Chairman of the Board (1998),[4]
1235,"Big Bang Theory, The (1994)",[5]
1236,"Other Voices, Other Rooms (1997)",[7]
1237,Twisted (1996),"[4, 7]"
1238,Full Speed (1996),[7]
1239,Cutthroat Island (1995),"[0, 1, 13]"
1240,Ghost in the Shell (Kokaku kidotai) (1995),"[2, 14]"
1241,"Van, The (1996)","[4, 7]"
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",[4]
1243,Night Flier (1997),[10]
1244,Metro (1997),[0]
1245,Gridlock'd (1997),[5]
1246,Bushwhacked (1995),[4]
1247,Bad Girls (1994),[17]
1248,Blink (1994),[15]
1249,For Love or Money (1993),[4]
1250,Best of the Best 3: No Turning Back (1995),[0]
1251,A Chef in Love (1996),[4]
